Start 1h:14m:37s, Update intervall 5 ms
Time [s], Button-press [], Acceleration_x [m/s^2], Acceleration_y [m/s^2], Acceleration_z [m/s^2], Angular-velocity_x [Deg/s], Angular-velocity_y [Deg/s], Angular-velocity_z [Deg/s], Quaternion_w [], Quaternion_x [], Quaternion_y [], Quaternion_z [], Euler-yaw [Deg], Euler-roll [Deg], Euler-pitch [Deg]
110.525,          ,   9.42,  -0.97,   1.13,     6.50,     0.75,     0.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.530,          ,   9.52,  -1.01,   1.20,     6.38,    -0.50,     0.12, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.535,          ,   9.52,  -1.01,   1.20,     6.38,    -0.50,     0.12, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.540,          ,   9.62,  -0.99,   1.25,     5.62,    -0.25,    -0.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.545,          ,   9.62,  -0.99,   1.25,     5.62,    -0.25,    -0.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.550,          ,   9.64,  -0.88,   1.20,     4.31,     2.00,    -0.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.555,          ,   9.64,  -0.88,   1.20,     4.31,     2.00,    -0.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.560,          ,   9.62,  -0.73,   1.28,     3.31,     4.62,    -0.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.565,          ,   9.62,  -0.73,   1.28,     3.31,     4.62,    -0.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.570,          ,   9.50,  -0.72,   1.32,     2.12,     5.69,    -0.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.575,          ,   9.50,  -0.72,   1.32,     1.81,     6.38,     0.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.580,          ,   9.54,  -0.87,   1.28,     1.81,     6.38,     0.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.585,          ,   9.54,  -0.87,   1.28,     2.06,     9.06,     1.44, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.595,          ,   9.62,  -0.99,   1.16,     2.06,     9.06,     1.44, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.610,          ,   9.62,  -0.99,   1.16,     1.69,     7.94,     1.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.615,          ,   9.31,  -1.20,   1.12,     0.75,    -1.94,     1.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.620,          ,   9.39,  -1.21,   1.14,     0.25,   -14.25,     1.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.630,          ,   9.39,  -1.21,   1.14,     1.50,   -18.94,     2.19, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.635,          ,   9.66,  -1.18,   1.19,     1.50,   -18.94,     2.19, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.640,          ,  10.43,  -1.12,   0.54,     3.12,    -6.75,     3.12, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.645,          ,  10.43,  -1.12,   0.54,     3.12,    -6.75,     3.12, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.650,          ,   9.37,  -1.24,   0.29,     3.06,     4.69,     4.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.655,          ,   9.37,  -1.24,   0.29,     3.06,     4.69,     4.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.660,          ,   9.17,  -1.54,   0.74,     2.44,   -10.62,     3.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.665,          ,   9.17,  -1.54,   0.74,     2.44,   -10.62,     3.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.670,          ,   9.79,  -1.56,   0.91,     1.88,   -12.31,     4.00, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.675,          ,   9.79,  -1.56,   0.91,    -0.75,    -5.50,     3.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.685,          ,   9.39,  -1.25,   1.71,    -0.75,    -5.50,     3.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.690,          ,   9.39,  -1.25,   1.71,    -2.50,   -12.50,     4.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.695,          ,   9.70,  -1.00,   1.86,    -2.50,   -12.50,     4.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.710,          ,  10.19,  -0.89,   1.60,    -2.69,    -4.31,     7.12, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.720,          ,   9.97,  -0.98,   1.08,    -3.75,    14.50,    11.19, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.725,          ,   9.29,  -1.17,   0.86,    -3.75,    14.50,    11.19, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.730,          ,   9.37,  -1.05,   0.83,    -1.50,    14.88,    11.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.735,          ,   9.37,  -1.05,   0.83,    -1.50,    14.88,    11.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.740,          ,   9.32,  -0.81,   0.79,    -0.56,    15.88,    10.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.745,          ,   9.32,  -0.81,   0.79,    -3.69,     8.69,     9.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.750,          ,   9.24,  -0.68,   0.76,    -3.69,     8.69,     9.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.755,          ,   9.24,  -0.68,   0.76,    -3.69,     8.69,     9.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.760,          ,   9.62,  -0.47,   0.84,    -8.62,    -2.19,     9.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.765,          ,   9.62,  -0.47,   0.84,    -8.62,    -2.19,     9.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.770,          ,   9.85,  -0.55,   0.81,   -11.19,   -13.00,    10.31, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.775,          ,   9.85,  -0.55,   0.81,    -8.88,   -26.94,     9.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.785,          ,   9.93,  -0.72,   0.99,    -8.88,   -26.94,     9.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.790,          ,  10.14,  -0.85,   1.37,    -5.69,   -39.81,     8.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.810,          ,  10.14,  -0.85,   1.37,    -5.69,   -39.81,     8.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.815,          ,  11.35,  -1.45,   2.04,    -2.06,   -44.00,     6.25, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.820,          ,  11.68,  -1.71,   2.11,    -1.00,   -36.12,     5.75, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.825,          ,  11.68,  -1.71,   2.11,    -1.00,   -36.12,     5.75, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.830,          ,  11.86,  -1.75,   1.86,     1.19,   -19.69,     4.75, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.835,          ,  11.86,  -1.75,   1.86,     3.88,    -4.25,     3.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.840,          ,  11.09,  -1.45,   1.33,     3.88,    -4.25,     3.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.845,          ,  11.09,  -1.45,   1.33,     6.50,     5.69,     1.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.850,          ,  10.57,  -1.31,   1.29,     6.50,     5.69,     1.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.855,          ,  10.57,  -1.31,   1.29,     6.50,     5.69,     1.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.860,          ,  10.03,  -1.15,   1.45,     9.12,    15.69,    -0.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.865,          ,  10.03,  -1.15,   1.45,     9.12,    15.69,    -0.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.870,          ,   9.22,  -0.99,   1.70,    11.50,    18.56,    -3.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.880,          ,   9.22,  -0.99,   1.70,    11.56,    23.62,    -5.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.885,          ,   9.00,  -0.84,   1.63,    11.56,    23.62,    -5.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.890,          ,   8.45,  -0.72,   1.12,     8.94,    33.56,    -6.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.910,          ,   8.45,  -0.72,   1.12,     8.94,    33.56,    -6.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.915,          ,   7.83,  -0.75,   1.22,     4.62,     9.44,    -6.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.920,          ,   8.47,  -1.02,   1.28,     4.62,     1.50,    -7.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.925,          ,   8.47,  -1.02,   1.28,     4.94,     2.12,    -7.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.930,          ,   8.75,  -1.14,   1.14,     4.94,     2.12,    -7.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.935,          ,   8.75,  -1.14,   1.14,     4.25,     6.12,    -6.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.945,          ,   8.71,  -1.37,   0.75,     4.25,     6.12,    -6.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.950,          ,   8.48,  -1.52,   0.46,     3.75,     7.38,    -5.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.955,          ,   8.48,  -1.52,   0.46,     3.75,     7.38,    -5.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.960,          ,   8.23,  -1.36,   0.76,     0.81,     5.19,    -4.00, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.965,          ,   8.23,  -1.36,   0.76,     0.81,     5.19,    -4.00, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.970,          ,   8.08,  -1.14,   1.16,    -4.00,    -2.69,    -3.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.975,          ,   8.08,  -1.14,   1.16,    -4.00,    -2.69,    -3.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.980,          ,   8.14,  -0.97,   1.59,    -9.81,    -9.19,    -2.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.985,          ,   8.14,  -0.97,   1.59,   -15.12,   -11.31,    -2.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
110.990,          ,   8.94,  -1.14,   1.68,   -15.12,   -11.31,    -2.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.010,          ,   8.94,  -1.14,   1.68,   -17.50,    -6.19,    -2.19, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.015,          ,   9.45,  -1.59,   0.94,   -18.75,    -0.62,    -0.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.020,          ,   9.76,  -1.80,   0.76,   -18.12,     2.06,     1.12, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.025,          ,   9.76,  -1.80,   0.76,   -18.56,     4.44,     2.25, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.030,          ,   9.53,  -1.85,   0.51,   -18.56,     4.44,     2.25, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.035,          ,   9.53,  -1.85,   0.51,   -19.50,    -1.06,     2.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.045,          ,   9.51,  -1.82,   0.76,   -19.50,    -1.06,     2.81, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.050,          ,   9.60,  -1.69,   1.04,   -20.25,    -5.31,     2.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.055,          ,   9.60,  -1.69,   1.04,   -20.25,    -5.31,     2.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.060,          ,   9.47,  -1.40,   1.14,   -22.62,    -7.56,     0.19, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.065,          ,   9.47,  -1.40,   1.14,   -22.62,    -7.56,     0.19, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.070,          ,   9.82,  -1.20,   1.02,   -24.94,   -12.38,    -1.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.075,          ,   9.82,  -1.20,   1.02,   -24.94,   -12.38,    -1.62, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.080,          ,   9.91,  -1.14,   0.65,   -25.88,   -11.12,    -3.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.085,          ,   9.91,  -1.14,   0.65,   -25.88,   -11.12,    -3.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.090,          ,   9.87,  -1.17,   0.64,   -26.19,   -12.81,    -4.88, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.110,          ,   9.87,  -1.17,   0.64,   -25.88,   -16.06,    -5.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.115,          ,   9.72,  -1.47,   1.48,   -25.19,   -18.81,    -7.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.120,          ,   9.92,  -1.50,   1.92,   -24.81,   -23.81,    -9.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.125,          ,   9.92,  -1.50,   1.92,   -22.06,   -19.31,   -10.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.130,          ,  10.60,  -1.43,   2.03,   -22.06,   -19.31,   -10.94, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.135,          ,  10.60,  -1.43,   2.03,   -19.62,    -3.31,   -10.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.145,          ,  10.87,  -1.38,   1.39,   -19.62,    -3.31,   -10.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.150,          ,  10.58,  -1.49,   1.01,   -20.31,    -1.62,    -9.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.155,          ,  10.58,  -1.49,   1.01,   -20.31,    -1.62,    -9.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.160,          ,  10.59,  -1.54,   0.68,   -22.88,     0.94,    -6.75, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.165,          ,  10.59,  -1.54,   0.68,   -22.88,     0.94,    -6.75, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.170,          ,  10.18,  -1.39,   1.11,   -24.62,    -0.94,    -4.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.175,          ,  10.18,  -1.39,   1.11,   -24.62,    -0.94,    -4.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.180,          ,   9.70,  -1.25,   1.97,   -25.44,   -10.19,    -3.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.185,          ,   9.70,  -1.25,   1.97,   -25.44,   -10.19,    -3.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.190,          ,  10.46,  -1.23,   1.82,   -23.81,    -9.62,    -2.06, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.210,          ,  10.46,  -1.23,   1.82,   -21.94,    -0.62,     0.00, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.215,          ,   9.91,  -1.38,   0.97,   -19.88,     0.38,     1.50, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.220,          ,   9.82,  -1.43,   1.16,   -16.81,     3.94,     1.75, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.225,          ,   9.82,  -1.43,   1.16,   -16.81,     3.94,     1.75, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.230,          ,   9.53,  -1.03,   1.13,   -15.69,     8.75,     1.38, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.235,          ,   9.53,  -1.03,   1.13,   -16.44,     9.56,     0.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.240,          ,   9.32,  -0.88,   1.08,   -16.44,     9.56,     0.56, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.245,          ,   9.32,  -0.88,   1.08,   -18.31,     5.69,    -0.69, -0.70,  0.29,  0.61,  0.25,   39.69,   81.94,   43.94
111.250,          ,   9.32,  -0.88,   1.08,   -18.31,     5.69,    -0.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.255,          ,   9.08,  -0.71,   1.21,   -18.31,     5.69,    -0.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.260,          ,   8.93,  -0.54,   1.34,   -21.12,    -0.81,    -1.56, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.265,          ,   8.93,  -0.54,   1.34,   -21.12,    -0.81,    -1.56, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.270,          ,   9.25,  -0.39,   1.30,   -23.88,    -1.06,    -2.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.275,          ,   9.25,  -0.39,   1.30,   -23.88,    -1.06,    -2.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.280,          ,   9.28,  -0.44,   1.16,   -27.31,     2.88,    -4.19, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.285,          ,   9.28,  -0.44,   1.16,   -27.31,     2.88,    -4.19, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.300,          ,   9.24,  -0.47,   1.20,   -30.94,     7.06,    -5.44, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.310,          ,   9.24,  -0.36,   0.95,   -37.75,    14.44,    -7.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.315,          ,   9.24,  -0.36,   0.95,   -37.75,    14.44,    -7.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.320,          ,   8.99,  -0.37,   1.03,   -39.69,    15.62,    -8.81, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.325,          ,   8.99,  -0.37,   1.03,   -39.69,    15.62,    -8.81, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.330,          ,   8.85,  -0.40,   1.17,   -41.44,    13.38,   -10.62, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.335,          ,   8.85,  -0.40,   1.17,   -41.44,    13.38,   -10.62, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.340,          ,   8.68,  -0.54,   1.40,   -43.56,    10.19,   -12.38, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.345,          ,   8.68,  -0.54,   1.40,   -46.12,     3.81,   -14.75, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.350,          ,   8.75,  -0.68,   1.68,   -46.12,     3.81,   -14.75, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.355,          ,   8.87,  -0.73,   1.89,   -48.12,    -1.00,   -16.31, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.360,          ,   8.87,  -0.73,   1.89,   -48.12,    -1.00,   -16.31, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.365,          ,   8.96,  -0.74,   2.02,   -48.69,    -5.56,   -17.62, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.375,          ,   8.96,  -0.74,   2.02,   -48.69,    -5.56,   -17.62, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.380,          ,   9.57,  -0.99,   1.71,   -48.38,    -5.56,   -19.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.385,          ,   9.57,  -0.99,   1.71,   -48.38,    -5.56,   -19.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.400,          ,   9.61,  -1.14,   1.61,   -49.19,    -5.56,   -21.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.405,          ,   9.78,  -1.22,   1.64,   -51.75,   -11.12,   -24.00, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.410,          ,   9.94,  -1.27,   1.71,   -51.75,   -11.12,   -24.00, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.415,          ,  10.28,  -1.18,   1.61,   -52.25,   -11.94,   -24.38, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.425,          ,  10.28,  -1.18,   1.61,   -52.25,   -11.94,   -24.38, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.430,          ,  10.33,  -1.12,   1.49,   -53.44,   -10.81,   -24.19, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.435,          ,  10.33,  -1.12,   1.49,   -53.44,   -10.81,   -24.19, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.440,          ,  10.36,  -1.06,   1.41,   -55.31,    -8.81,   -23.62, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.445,          ,  10.36,  -1.06,   1.41,   -57.06,    -7.62,   -23.06, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.450,          ,  10.37,  -1.02,   1.35,   -57.06,    -7.62,   -23.06, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.455,          ,  10.37,  -1.02,   1.35,   -59.19,    -5.75,   -23.06, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.460,          ,  10.47,  -0.96,   1.56,   -59.19,    -5.75,   -23.06, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.465,          ,  10.47,  -0.96,   1.56,   -61.75,    -3.56,   -22.81, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.470,          ,  10.27,  -0.95,   1.51,   -61.75,    -3.56,   -22.81, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.475,          ,  10.12,  -0.91,   1.52,   -64.06,    -2.19,   -22.06, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.485,          ,  10.12,  -0.91,   1.52,   -64.06,    -2.19,   -22.06, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.500,          ,  10.05,  -0.88,   1.54,   -65.50,    -1.56,   -21.81, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.505,          ,   9.98,  -0.70,   1.55,   -65.38,    -1.12,   -22.25, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.510,          ,   9.80,  -0.60,   1.49,   -65.38,    -1.12,   -22.25, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.515,          ,   9.80,  -0.60,   1.49,   -65.00,    -1.75,   -22.50, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.525,          ,   9.87,  -0.54,   1.58,   -65.00,    -1.75,   -22.50, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.530,          ,   9.93,  -0.54,   1.51,   -64.88,     1.31,   -22.94, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.535,          ,   9.93,  -0.54,   1.51,   -64.88,     1.31,   -22.94, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.540,          ,   9.89,  -0.59,   1.25,   -65.94,     5.25,   -22.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.545,          ,   9.89,  -0.59,   1.25,   -65.94,     5.25,   -22.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.550,          ,   9.87,  -0.66,   1.19,   -66.81,     8.12,   -22.00, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.555,          ,   9.87,  -0.66,   1.19,   -66.81,     8.12,   -22.00, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.560,          ,   9.85,  -0.72,   1.17,   -67.56,    10.62,   -21.44, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.565,          ,   9.85,  -0.72,   1.17,   -67.56,    10.62,   -21.44, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.570,          ,   9.73,  -0.78,   1.07,   -68.69,    13.38,   -21.44, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.575,          ,   9.73,  -0.78,   1.07,   -68.94,    13.38,   -21.38, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.600,          ,   9.62,  -0.82,   0.83,   -68.94,    13.38,   -21.38, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.605,          ,   9.59,  -0.84,   1.06,   -72.31,    13.00,   -21.88, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.610,          ,   9.57,  -0.96,   0.96,   -74.94,    14.75,   -22.25, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.615,          ,   9.57,  -0.96,   0.96,   -74.94,    14.75,   -22.25, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.620,          ,   9.59,  -1.12,   0.88,   -77.56,    18.19,   -22.31, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.625,          ,   9.59,  -1.12,   0.88,   -77.56,    18.19,   -22.31, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.630,          ,   9.84,  -1.22,   1.09,   -79.25,    19.38,   -21.69, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.635,          ,   9.84,  -1.22,   1.09,   -79.38,    27.19,   -20.56, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.640,          ,  10.20,  -1.18,   1.09,   -79.38,    27.19,   -20.56, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.645,          ,  10.20,  -1.18,   1.09,   -80.50,    34.62,   -19.94, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.650,          ,  10.05,  -1.07,   0.75,   -80.50,    34.62,   -19.94, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
111.655,          ,  10.05,  -1.07,   0.75,   -82.69,    40.19,   -20.06, -0.70,  0.30,  0.60,  0.25,   39.12,   80.75,   48.44
